county,crop,season,year,yield_kg_per_ha,area_planted_ha,avg_rainfall_mm,avg_temp_celsius,rainfall_deviation,ph_level,soil_type,fertility_index,rainfall_category,temp_category,season_encoded,crop_encoded,county_encoded
Kakamega,Maize,Short Rains,2017,4443.91,4210.6,1066.94,26.26,136.54,5.49,Clay,0.34,High,Hot,0,1,0
Kakamega,Maize,Long Rains,2018,1261.25,4612.13,521.78,16.5,53.22,5.49,Clay,0.34,Medium,Cool,1,1,0
Kakamega,Maize,Short Rains,2018,4018.62,2642.31,871.95,25.04,127.42,5.49,Clay,0.34,High,Hot,0,1,0
Kakamega,Maize,Long Rains,2019,2987.72,2055.11,353.82,26.99,142.12,5.49,Clay,0.34,Low,Hot,1,1,0
Kakamega,Maize,Short Rains,2019,1002.62,1742.47,358.45,24.69,-102.51,5.49,Clay,0.34,Low,Warm,0,1,0
Kakamega,Maize,Long Rains,2020,3770.56,122.7,1195.2,29.5,-40.49,5.49,Clay,0.34,High,Hot,1,1,0
Kakamega,Maize,Short Rains,2020,2033.95,2051.03,1195.55,19.82,-23.92,5.49,Clay,0.34,High,Warm,0,1,0
Kakamega,Maize,Long Rains,2021,2788.36,4607.29,343.46,20.61,-100.12,5.49,Clay,0.34,Low,Warm,1,1,0
Kakamega,Maize,Short Rains,2021,2081.48,1800.07,444.04,20.77,-82.12,5.49,Clay,0.34,Medium,Warm,0,1,0
Kakamega,Maize,Long Rains,2022,3528.75,2315.87,563.3,21.53,91.76,5.49,Clay,0.34,Medium,Warm,1,1,0
Kakamega,Maize,Short Rains,2022,1631.04,2316.95,309.9,16.69,143.48,5.49,Clay,0.34,Low,Cool,0,1,0
Kakamega,Maize,Long Rains,2023,1321.17,964.3,336.86,14.0,110.49,5.49,Clay,0.34,Low,Cool,1,1,0
Kakamega,Maize,Short Rains,2023,2643.96,2152.73,396.06,29.93,45.8,5.49,Clay,0.34,Low,Hot,0,1,0
Kakamega,Maize,Long Rains,2024,4184.93,1875.73,453.55,14.29,-106.73,5.49,Clay,0.34,Medium,Cool,1,1,0
Kakamega,Maize,Short Rains,2024,2948.18,3198.1,453.55,30.07,-89.99,5.49,Clay,0.34,Medium,Hot,0,1,0
Kakamega,Beans,Long Rains,2015,848.45,3351.33,1191.11,27.75,-128.45,5.49,Clay,0.34,High,Hot,1,0,0
Kakamega,Beans,Short Rains,2015,1458.73,4809.24,1176.63,31.74,-77.94,5.49,Clay,0.34,High,Hot,0,0,0
Kakamega,Beans,Long Rains,2016,1350.05,2131.66,750.92,26.52,-70.44,5.49,Clay,0.34,Medium,Hot,1,0,0
Kakamega,Beans,Short Rains,2016,1115.79,4984.68,1168.9,30.17,7.65,5.49,Clay,0.34,High,Hot,0,0,0
Kakamega,Beans,Long Rains,2017,2658.12,3017.39,756.77,21.9,-146.98,5.49,Clay,0.34,Medium,Warm,1,0,0
Kakamega,Beans,Short Rains,2017,1048.18,3774.81,1066.94,26.26,136.54,5.49,Clay,0.34,High,Hot,0,0,0
Kakamega,Beans,Long Rains,2018,1576.65,4500.47,521.78,16.5,53.22,5.49,Clay,0.34,Medium,Cool,1,0,0
Kakamega,Beans,Short Rains,2018,1559.02,1034.37,871.95,25.04,127.42,5.49,Clay,0.34,High,Hot,0,0,0
Kakamega,Beans,Long Rains,2019,935.23,2413.13,353.82,26.99,142.12,5.49,Clay,0.34,Low,Hot,1,0,0
Kakamega,Beans,Short Rains,2019,2889.91,421.97,358.45,24.69,-102.51,5.49,Clay,0.34,Low,Warm,0,0,0
Kakamega,Beans,Long Rains,2020,3669.45,2321.12,1195.2,29.5,-40.49,5.49,Clay,0.34,High,Hot,1,0,0
Kakamega,Beans,Short Rains,2020,2740.24,2259.74,1195.55,19.82,-23.92,5.49,Clay,0.34,High,Warm,0,0,0
Kakamega,Beans,Long Rains,2021,2282.82,2842.24,343.46,20.61,-100.12,5.49,Clay,0.34,Low,Warm,1,0,0
Kakamega,Beans,Short Rains,2021,1374.39,991.45,444.04,20.77,-82.12,5.49,Clay,0.34,Medium,Warm,0,0,0
Kakamega,Beans,Long Rains,2022,3988.61,4735.97,563.3,21.53,91.76,5.49,Clay,0.34,Medium,Warm,1,0,0
Kakamega,Beans,Short Rains,2022,2181.24,1426.65,309.9,16.69,143.48,5.49,Clay,0.34,Low,Cool,0,0,0
Kakamega,Beans,Long Rains,2023,3182.8,2102.8,336.86,14.0,110.49,5.49,Clay,0.34,Low,Cool,1,0,0
Kakamega,Beans,Short Rains,2023,893.93,865.15,396.06,29.93,45.8,5.49,Clay,0.34,Low,Hot,0,0,0
Kakamega,Beans,Long Rains,2024,3449.1,3328.73,453.55,14.29,-106.73,5.49,Clay,0.34,Medium,Cool,1,0,0
Kakamega,Beans,Short Rains,2024,900.26,1187.66,453.55,30.07,-89.99,5.49,Clay,0.34,Medium,Hot,0,0,0
Kakamega,Wheat,Long Rains,2015,1654.98,3392.27,1191.11,27.75,-128.45,5.49,Clay,0.34,High,Hot,1,4,0
Kakamega,Wheat,Short Rains,2015,872.93,610.13,1176.63,31.74,-77.94,5.49,Clay,0.34,High,Hot,0,4,0
Kakamega,Wheat,Long Rains,2016,3759.69,974.87,750.92,26.52,-70.44,5.49,Clay,0.34,Medium,Hot,1,4,0
Kakamega,Wheat,Short Rains,2016,3215.16,1267.1,1168.9,30.17,7.65,5.49,Clay,0.34,High,Hot,0,4,0
Kakamega,Wheat,Long Rains,2017,1167.93,1291.54,756.77,21.9,-146.98,5.49,Clay,0.34,Medium,Warm,1,4,0
Kakamega,Wheat,Short Rains,2017,3472.39,4292.91,1066.94,26.26,136.54,5.49,Clay,0.34,High,Hot,0,4,0
Kakamega,Wheat,Long Rains,2018,3871.81,2046.2,521.78,16.5,53.22,5.49,Clay,0.34,Medium,Cool,1,4,0
Kakamega,Wheat,Short Rains,2018,3271.92,1104.42,871.95,25.04,127.42,5.49,Clay,0.34,High,Hot,0,4,0
Kakamega,Wheat,Long Rains,2019,1884.65,4492.05,353.82,26.99,142.12,5.49,Clay,0.34,Low,Hot,1,4,0
Kakamega,Wheat,Short Rains,2019,848.11,518.99,358.45,24.69,-102.51,5.49,Clay,0.34,Low,Warm,0,4,0
Kakamega,Wheat,Long Rains,2020,1569.18,230.01,1195.2,29.5,-40.49,5.49,Clay,0.34,High,Hot,1,4,0
Kakamega,Wheat,Short Rains,2020,1471.31,2956.9,1195.55,19.82,-23.92,5.49,Clay,0.34,High,Warm,0,4,0
Kakamega,Wheat,Long Rains,2021,2359.27,4474.09,343.46,20.61,-100.12,5.49,Clay,0.34,Low,Warm,1,4,0
Kakamega,Wheat,Short Rains,2021,3824.54,1774.91,444.04,20.77,-82.12,5.49,Clay,0.34,Medium,Warm,0,4,0
Kakamega,Wheat,Long Rains,2022,1759.87,1960.49,563.3,21.53,91.76,5.49,Clay,0.34,Medium,Warm,1,4,0
Kakamega,Wheat,Short Rains,2022,2984.09,1413.51,309.9,16.69,143.48,5.49,Clay,0.34,Low,Cool,0,4,0
Kakamega,Wheat,Long Rains,2023,3109.35,2106.12,336.86,14.0,110.49,5.49,Clay,0.34,Low,Cool,1,4,0
Kakamega,Wheat,Short Rains,2023,2842.57,2237.02,396.06,29.93,45.8,5.49,Clay,0.34,Low,Hot,0,4,0
Kakamega,Wheat,Long Rains,2024,1889.52,4747.42,453.55,14.29,-106.73,5.49,Clay,0.34,Medium,Cool,1,4,0
Kakamega,Wheat,Short Rains,2024,3625.34,786.55,453.55,30.07,-89.99,5.49,Clay,0.34,Medium,Hot,0,4,0
Kakamega,Sorghum,Long Rains,2015,4013.33,2488.41,1191.11,27.75,-128.45,5.49,Clay,0.34,High,Hot,1,3,0
Kakamega,Sorghum,Short Rains,2015,4109.84,4019.29,1176.63,31.74,-77.94,5.49,Clay,0.34,High,Hot,0,3,0
Kakamega,Sorghum,Long Rains,2016,2373.29,210.1,750.92,26.52,-70.44,5.49,Clay,0.34,Medium,Hot,1,3,0
Kakamega,Sorghum,Short Rains,2016,1794.11,2754.01,1168.9,30.17,7.65,5.49,Clay,0.34,High,Hot,0,3,0
Kakamega,Sorghum,Long Rains,2017,3143.87,1363.65,756.77,21.9,-146.98,5.49,Clay,0.34,Medium,Warm,1,3,0
Kakamega,Sorghum,Short Rains,2017,1315.62,4191.16,1066.94,26.26,136.54,5.49,Clay,0.34,High,Hot,0,3,0
Kakamega,Sorghum,Long Rains,2018,4442.29,2675.88,521.78,16.5,53.22,5.49,Clay,0.34,Medium,Cool,1,3,0
Kakamega,Sorghum,Short Rains,2018,1435.21,1434.31,871.95,25.04,127.42,5.49,Clay,0.34,High,Hot,0,3,0
Kakamega,Sorghum,Long Rains,2019,868.05,4580.06,353.82,26.99,142.12,5.49,Clay,0.34,Low,Hot,1,3,0
Kakamega,Sorghum,Short Rains,2019,1235.68,2924.93,358.45,24.69,-102.51,5.49,Clay,0.34,Low,Warm,0,3,0
Kakamega,Sorghum,Long Rains,2020,1814.0,2815.47,1195.2,29.5,-40.49,5.49,Clay,0.34,High,Hot,1,3,0
Kakamega,Sorghum,Short Rains,2020,3210.26,4165.73,1195.55,19.82,-23.92,5.49,Clay,0.34,High,Warm,0,3,0
Kakamega,Sorghum,Long Rains,2021,1563.76,153.88,343.46,20.61,-100.12,5.49,Clay,0.34,Low,Warm,1,3,0
Kakamega,Sorghum,Short Rains,2021,1306.48,4510.09,444.04,20.77,-82.12,5.49,Clay,0.34,Medium,Warm,0,3,0
Kakamega,Sorghum,Long Rains,2022,4033.39,3027.32,563.3,21.53,91.76,5.49,Clay,0.34,Medium,Warm,1,3,0
Kakamega,Sorghum,Short Rains,2022,3021.91,3358.68,309.9,16.69,143.48,5.49,Clay,0.34,Low,Cool,0,3,0
Kakamega,Sorghum,Long Rains,2023,1448.87,4580.62,336.86,14.0,110.49,5.49,Clay,0.34,Low,Cool,1,3,0
Kakamega,Sorghum,Short Rains,2023,2349.45,1977.38,396.06,29.93,45.8,5.49,Clay,0.34,Low,Hot,0,3,0
Kakamega,Sorghum,Long Rains,2024,2720.0,330.13,453.55,14.29,-106.73,5.49,Clay,0.34,Medium,Cool,1,3,0
Kakamega,Sorghum,Short Rains,2024,1415.25,3716.36,453.55,30.07,-89.99,5.49,Clay,0.34,Medium,Hot,0,3,0
Kakamega,Potatoes,Long Rains,2015,1106.36,3055.45,1191.11,27.75,-128.45,5.49,Clay,0.34,High,Hot,1,2,0
Kakamega,Potatoes,Short Rains,2015,1707.79,2007.55,1176.63,31.74,-77.94,5.49,Clay,0.34,High,Hot,0,2,0
Kakamega,Potatoes,Long Rains,2016,1868.17,1842.8,750.92,26.52,-70.44,5.49,Clay,0.34,Medium,Hot,1,2,0
Kakamega,Potatoes,Short Rains,2016,3460.47,1555.9,1168.9,30.17,7.65,5.49,Clay,0.34,High,Hot,0,2,0
Kakamega,Potatoes,Long Rains,2017,2895.7,2432.65,756.77,21.9,-146.98,5.49,Clay,0.34,Medium,Warm,1,2,0
Kakamega,Potatoes,Short Rains,2017,3255.58,4690.47,1066.94,26.26,136.54,5.49,Clay,0.34,High,Hot,0,2,0
Kakamega,Potatoes,Long Rains,2018,3510.52,1153.21,521.78,16.5,53.22,5.49,Clay,0.34,Medium,Cool,1,2,0
Kakamega,Potatoes,Short Rains,2018,915.38,1385.09,871.95,25.04,127.42,5.49,Clay,0.34,High,Hot,0,2,0
Kakamega,Potatoes,Long Rains,2019,3001.79,351.99,353.82,26.99,142.12,5.49,Clay,0.34,Low,Hot,1,2,0
Kakamega,Potatoes,Short Rains,2019,2636.56,3024.53,358.45,24.69,-102.51,5.49,Clay,0.34,Low,Warm,0,2,0
Kakamega,Potatoes,Long Rains,2020,2036.7,3877.47,1195.2,29.5,-40.49,5.49,Clay,0.34,High,Hot,1,2,0
Kakamega,Potatoes,Short Rains,2020,1194.41,468.18,1195.55,19.82,-23.92,5.49,Clay,0.34,High,Warm,0,2,0
Kakamega,Potatoes,Long Rains,2021,3494.3,2527.91,343.46,20.61,-100.12,5.49,Clay,0.34,Low,Warm,1,2,0
Kakamega,Potatoes,Short Rains,2021,3347.09,2230.65,444.04,20.77,-82.12,5.49,Clay,0.34,Medium,Warm,0,2,0
Kakamega,Potatoes,Long Rains,2022,1711.69,4113.6,563.3,21.53,91.76,5.49,Clay,0.34,Medium,Warm,1,2,0
Kakamega,Potatoes,Short Rains,2022,3757.84,3504.01,309.9,16.69,143.48,5.49,Clay,0.34,Low,Cool,0,2,0
Kakamega,Potatoes,Long Rains,2023,1806.94,2992.13,336.86,14.0,110.49,5.49,Clay,0.34,Low,Cool,1,2,0
Kakamega,Potatoes,Short Rains,2023,2135.6,548.75,396.06,29.93,45.8,5.49,Clay,0.34,Low,Hot,0,2,0
Kakamega,Potatoes,Long Rains,2024,4194.06,770.41,453.55,14.29,-106.73,5.49,Clay,0.34,Medium,Cool,1,2,0
Kakamega,Potatoes,Short Rains,2024,4315.88,2285.43,453.55,30.07,-89.99,5.49,Clay,0.34,Medium,Hot,0,2,0
Uasin Gishu,Maize,Long Rains,2015,1484.99,2755.31,720.44,16.79,-92.66,5.36,Clay Loam,0.75,Medium,Cool,1,1,9
Uasin Gishu,Maize,Short Rains,2015,4029.9,3687.9,617.79,16.31,-29.17,5.36,Clay Loam,0.75,Medium,Cool,0,1,9
Uasin Gishu,Maize,Long Rains,2016,3784.28,3328.04,1065.77,19.02,-22.53,5.36,Clay Loam,0.75,High,Warm,1,1,9
Uasin Gishu,Maize,Short Rains,2016,3361.42,4261.06,950.22,25.81,-54.22,5.36,Clay Loam,0.75,High,Hot,0,1,9
Uasin Gishu,Maize,Long Rains,2017,1723.77,2498.18,384.38,14.59,27.39,5.36,Clay Loam,0.75,Low,Cool,1,1,9
Uasin Gishu,Maize,Short Rains,2017,1618.47,4939.57,433.53,18.88,144.74,5.36,Clay Loam,0.75,Medium,Warm,0,1,9
Uasin Gishu,Maize,Long Rains,2018,4293.02,293.19,1045.72,31.8,147.92,5.36,Clay Loam,0.75,High,Hot,1,1,9
Uasin Gishu,Maize,Short Rains,2018,3410.63,4633.72,806.56,17.62,-22.12,5.36,Clay Loam,0.75,High,Cool,0,1,9
Uasin Gishu,Maize,Long Rains,2019,1468.13,2882.93,604.84,30.37,-27.42,5.36,Clay Loam,0.75,Medium,Hot,1,1,9
Uasin Gishu,Maize,Short Rains,2019,4187.31,266.34,306.45,23.86,-114.68,5.36,Clay Loam,0.75,Low,Warm,0,1,9
Uasin Gishu,Maize,Long Rains,2020,3380.45,1557.01,930.34,14.12,35.38,5.36,Clay Loam,0.75,High,Cool,1,1,9
Uasin Gishu,Maize,Short Rains,2020,4220.27,4858.19,711.8,17.08,53.78,5.36,Clay Loam,0.75,Medium,Cool,0,1,9
Uasin Gishu,Maize,Long Rains,2021,4293.79,2423.65,367.7,20.99,-67.35,5.36,Clay Loam,0.75,Low,Warm,1,1,9
Uasin Gishu,Maize,Short Rains,2021,3989.56,4238.29,542.74,30.9,83.56,5.36,Clay Loam,0.75,Medium,Hot,0,1,9
Uasin Gishu,Maize,Long Rains,2022,1980.67,4161.69,1001.54,16.02,-141.69,5.36,Clay Loam,0.75,High,Cool,1,1,9
Uasin Gishu,Maize,Short Rains,2022,936.93,3021.72,669.88,29.57,35.16,5.36,Clay Loam,0.75,Medium,Hot,0,1,9
Uasin Gishu,Maize,Long Rains,2023,1651.03,690.78,997.89,20.95,-39.16,5.36,Clay Loam,0.75,High,Warm,1,1,9
Uasin Gishu,Maize,Short Rains,2023,1084.73,3511.82,922.95,14.79,55.79,5.36,Clay Loam,0.75,High,Cool,0,1,9
Uasin Gishu,Maize,Long Rains,2024,2057.54,3651.36,1188.02,15.36,73.03,5.36,Clay Loam,0.75,High,Cool,1,1,9
Uasin Gishu,Maize,Short Rains,2024,1041.82,1644.92,820.14,19.01,80.75,5.36,Clay Loam,0.75,High,Warm,0,1,9
Uasin Gishu,Beans,Long Rains,2015,2796.12,3974.54,720.44,16.79,-92.66,5.36,Clay Loam,0.75,Medium,Cool,1,0,9
Uasin Gishu,Beans,Short Rains,2015,1979.38,3166.87,617.79,16.31,-29.17,5.36,Clay Loam,0.75,Medium,Cool,0,0,9
Uasin Gishu,Beans,Long Rains,2016,4078.12,3117.73,1065.77,19.02,-22.53,5.36,Clay Loam,0.75,High,Warm,1,0,9
Uasin Gishu,Beans,Short Rains,2016,1661.95,219.56,950.22,25.81,-54.22,5.36,Clay Loam,0.75,High,Hot,0,0,9
Uasin Gishu,Beans,Long Rains,2017,4019.37,204.22,384.38,14.59,27.39,5.36,Clay Loam,0.75,Low,Cool,1,0,9
Uasin Gishu,Beans,Short Rains,2017,4036.4,2691.79,433.53,18.88,144.74,5.36,Clay Loam,0.75,Medium,Warm,0,0,9
Uasin Gishu,Beans,Long Rains,2018,4274.55,4014.04,1045.72,31.8,147.92,5.36,Clay Loam,0.75,High,Hot,1,0,9
Uasin Gishu,Beans,Short Rains,2018,4492.36,1818.49,806.56,17.62,-22.12,5.36,Clay Loam,0.75,High,Cool,0,0,9
Uasin Gishu,Beans,Long Rains,2019,3638.6,2069.46,604.84,30.37,-27.42,5.36,Clay Loam,0.75,Medium,Hot,1,0,9
Uasin Gishu,Beans,Short Rains,2019,2575.54,3174.78,306.45,23.86,-114.68,5.36,Clay Loam,0.75,Low,Warm,0,0,9
Uasin Gishu,Beans,Long Rains,2020,4032.61,4922.01,930.34,14.12,35.38,5.36,Clay Loam,0.75,High,Cool,1,0,9
Uasin Gishu,Beans,Short Rains,2020,3642.61,2147.06,711.8,17.08,53.78,5.36,Clay Loam,0.75,Medium,Cool,0,0,9
Uasin Gishu,Beans,Long Rains,2021,2359.02,3714.15,367.7,20.99,-67.35,5.36,Clay Loam,0.75,Low,Warm,1,0,9
Uasin Gishu,Beans,Short Rains,2021,1683.48,641.32,542.74,30.9,83.56,5.36,Clay Loam,0.75,Medium,Hot,0,0,9
Uasin Gishu,Beans,Long Rains,2022,2112.1,1507.47,1001.54,16.02,-141.69,5.36,Clay Loam,0.75,High,Cool,1,0,9
Uasin Gishu,Beans,Short Rains,2022,1896.34,1244.68,669.88,29.57,35.16,5.36,Clay Loam,0.75,Medium,Hot,0,0,9
Uasin Gishu,Beans,Long Rains,2023,955.74,187.58,997.89,20.95,-39.16,5.36,Clay Loam,0.75,High,Warm,1,0,9
Uasin Gishu,Beans,Short Rains,2023,4454.57,2196.09,922.95,14.79,55.79,5.36,Clay Loam,0.75,High,Cool,0,0,9
Uasin Gishu,Beans,Long Rains,2024,2222.01,3430.27,1188.02,15.36,73.03,5.36,Clay Loam,0.75,High,Cool,1,0,9
Uasin Gishu,Beans,Short Rains,2024,1607.54,4754.81,820.14,19.01,80.75,5.36,Clay Loam,0.75,High,Warm,0,0,9
Uasin Gishu,Wheat,Long Rains,2015,3709.48,538.11,720.44,16.79,-92.66,5.36,Clay Loam,0.75,Medium,Cool,1,4,9
Uasin Gishu,Wheat,Short Rains,2015,2345.05,4407.68,617.79,16.31,-29.17,5.36,Clay Loam,0.75,Medium,Cool,0,4,9
Uasin Gishu,Wheat,Long Rains,2016,4295.51,2390.27,1065.77,19.02,-22.53,5.36,Clay Loam,0.75,High,Warm,1,4,9
Uasin Gishu,Wheat,Short Rains,2016,3069.62,918.47,950.22,25.81,-54.22,5.36,Clay Loam,0.75,High,Hot,0,4,9
Uasin Gishu,Wheat,Long Rains,2017,4467.32,1235.19,384.38,14.59,27.39,5.36,Clay Loam,0.75,Low,Cool,1,4,9
Uasin Gishu,Wheat,Short Rains,2017,4288.11,3283.27,433.53,18.88,144.74,5.36,Clay Loam,0.75,Medium,Warm,0,4,9
Uasin Gishu,Wheat,Long Rains,2018,3048.63,2612.17,1045.72,31.8,147.92,5.36,Clay Loam,0.75,High,Hot,1,4,9
Uasin Gishu,Wheat,Short Rains,2018,1653.48,964.99,806.56,17.62,-22.12,5.36,Clay Loam,0.75,High,Cool,0,4,9
Uasin Gishu,Wheat,Long Rains,2019,1615.8,1013.55,604.84,30.37,-27.42,5.36,Clay Loam,0.75,Medium,Hot,1,4,9
Uasin Gishu,Wheat,Short Rains,2019,3684.46,1815.61,306.45,23.86,-114.68,5.36,Clay Loam,0.75,Low,Warm,0,4,9
Uasin Gishu,Wheat,Long Rains,2020,1014.02,4848.6,930.34,14.12,35.38,5.36,Clay Loam,0.75,High,Cool,1,4,9
Uasin Gishu,Wheat,Short Rains,2020,4070.01,4645.99,711.8,17.08,53.78,5.36,Clay Loam,0.75,Medium,Cool,0,4,9
Uasin Gishu,Wheat,Long Rains,2021,4481.16,952.09,367.7,20.99,-67.35,5.36,Clay Loam,0.75,Low,Warm,1,4,9
Uasin Gishu,Wheat,Short Rains,2021,2266.1,3815.37,542.74,30.9,83.56,5.36,Clay Loam,0.75,Medium,Hot,0,4,9
Uasin Gishu,Wheat,Long Rains,2022,3375.28,854.09,1001.54,16.02,-141.69,5.36,Clay Loam,0.75,High,Cool,1,4,9
Uasin Gishu,Wheat,Short Rains,2022,3818.58,1199.76,669.88,29.57,35.16,5.36,Clay Loam,0.75,Medium,Hot,0,4,9
Uasin Gishu,Wheat,Long Rains,2023,1628.13,2731.17,997.89,20.95,-39.16,5.36,Clay Loam,0.75,High,Warm,1,4,9
Uasin Gishu,Wheat,Short Rains,2023,2993.88,2942.42,922.95,14.79,55.79,5.36,Clay Loam,0.75,High,Cool,0,4,9
Uasin Gishu,Wheat,Long Rains,2024,1138.5,4399.56,1188.02,15.36,73.03,5.36,Clay Loam,0.75,High,Cool,1,4,9
Uasin Gishu,Wheat,Short Rains,2024,1782.72,734.62,820.14,19.01,80.75,5.36,Clay Loam,0.75,High,Warm,0,4,9
Uasin Gishu,Sorghum,Long Rains,2015,4088.37,4782.69,720.44,16.79,-92.66,5.36,Clay Loam,0.75,Medium,Cool,1,3,9
Uasin Gishu,Sorghum,Short Rains,2015,3989.87,4066.63,617.79,16.31,-29.17,5.36,Clay Loam,0.75,Medium,Cool,0,3,9
Uasin Gishu,Sorghum,Long Rains,2016,3224.4,2799.2,1065.77,19.02,-22.53,5.36,Clay Loam,0.75,High,Warm,1,3,9
Uasin Gishu,Sorghum,Short Rains,2016,1121.85,2101.42,950.22,25.81,-54.22,5.36,Clay Loam,0.75,High,Hot,0,3,9
Uasin Gishu,Sorghum,Long Rains,2017,2178.95,1372.79,384.38,14.59,27.39,5.36,Clay Loam,0.75,Low,Cool,1,3,9
Uasin Gishu,Sorghum,Short Rains,2017,3476.65,2529.79,433.53,18.88,144.74,5.36,Clay Loam,0.75,Medium,Warm,0,3,9
Uasin Gishu,Sorghum,Long Rains,2018,1099.87,1178.9,1045.72,31.8,147.92,5.36,Clay Loam,0.75,High,Hot,1,3,9
Uasin Gishu,Sorghum,Short Rains,2018,3328.06,473.04,806.56,17.62,-22.12,5.36,Clay Loam,0.75,High,Cool,0,3,9
Uasin Gishu,Sorghum,Long Rains,2019,3949.47,2526.22,604.84,30.37,-27.42,5.36,Clay Loam,0.75,Medium,Hot,1,3,9
Uasin Gishu,Sorghum,Short Rains,2019,2578.17,3002.8,306.45,23.86,-114.68,5.36,Clay Loam,0.75,Low,Warm,0,3,9
Uasin Gishu,Sorghum,Long Rains,2020,3851.32,1804.27,930.34,14.12,35.38,5.36,Clay Loam,0.75,High,Cool,1,3,9
Uasin Gishu,Sorghum,Short Rains,2020,3308.66,2872.09,711.8,17.08,53.78,5.36,Clay Loam,0.75,Medium,Cool,0,3,9
Uasin Gishu,Sorghum,Long Rains,2021,1788.0,4405.29,367.7,20.99,-67.35,5.36,Clay Loam,0.75,Low,Warm,1,3,9
Uasin Gishu,Sorghum,Short Rains,2021,3750.48,3326.41,542.74,30.9,83.56,5.36,Clay Loam,0.75,Medium,Hot,0,3,9
Uasin Gishu,Sorghum,Long Rains,2022,3947.15,4349.74,1001.54,16.02,-141.69,5.36,Clay Loam,0.75,High,Cool,1,3,9
Uasin Gishu,Sorghum,Short Rains,2022,3420.94,4201.37,669.88,29.57,35.16,5.36,Clay Loam,0.75,Medium,Hot,0,3,9
Uasin Gishu,Sorghum,Long Rains,2023,3380.64,3432.69,997.89,20.95,-39.16,5.36,Clay Loam,0.75,High,Warm,1,3,9
Uasin Gishu,Sorghum,Short Rains,2023,3088.86,3788.31,922.95,14.79,55.79,5.36,Clay Loam,0.75,High,Cool,0,3,9
Uasin Gishu,Sorghum,Long Rains,2024,1386.84,4416.27,1188.02,15.36,73.03,5.36,Clay Loam,0.75,High,Cool,1,3,9
Uasin Gishu,Sorghum,Short Rains,2024,4025.82,243.31,820.14,19.01,80.75,5.36,Clay Loam,0.75,High,Warm,0,3,9
Uasin Gishu,Potatoes,Long Rains,2015,3855.52,731.46,720.44,16.79,-92.66,5.36,Clay Loam,0.75,Medium,Cool,1,2,9
Uasin Gishu,Potatoes,Short Rains,2015,2039.94,3743.19,617.79,16.31,-29.17,5.36,Clay Loam,0.75,Medium,Cool,0,2,9
Uasin Gishu,Potatoes,Long Rains,2016,1394.81,4108.04,1065.77,19.02,-22.53,5.36,Clay Loam,0.75,High,Warm,1,2,9
Uasin Gishu,Potatoes,Short Rains,2016,3878.9,2586.59,950.22,25.81,-54.22,5.36,Clay Loam,0.75,High,Hot,0,2,9
Uasin Gishu,Potatoes,Long Rains,2017,823.63,1506.49,384.38,14.59,27.39,5.36,Clay Loam,0.75,Low,Cool,1,2,9
Uasin Gishu,Potatoes,Short Rains,2017,3082.63,4907.81,433.53,18.88,144.74,5.36,Clay Loam,0.75,Medium,Warm,0,2,9
Uasin Gishu,Potatoes,Long Rains,2018,3137.71,1373.04,1045.72,31.8,147.92,5.36,Clay Loam,0.75,High,Hot,1,2,9
Uasin Gishu,Potatoes,Short Rains,2018,3145.82,2745.93,806.56,17.62,-22.12,5.36,Clay Loam,0.75,High,Cool,0,2,9
Uasin Gishu,Potatoes,Long Rains,2019,3685.43,624.21,604.84,30.37,-27.42,5.36,Clay Loam,0.75,Medium,Hot,1,2,9
Uasin Gishu,Potatoes,Short Rains,2019,3615.8,2752.21,306.45,23.86,-114.68,5.36,Clay Loam,0.75,Low,Warm,0,2,9
Uasin Gishu,Potatoes,Long Rains,2020,4363.07,1775.17,930.34,14.12,35.38,5.36,Clay Loam,0.75,High,Cool,1,2,9
Uasin Gishu,Potatoes,Short Rains,2020,3140.7,4666.94,711.8,17.08,53.78,5.36,Clay Loam,0.75,Medium,Cool,0,2,9
Uasin Gishu,Potatoes,Long Rains,2021,1179.29,4692.42,367.7,20.99,-67.35,5.36,Clay Loam,0.75,Low,Warm,1,2,9
Uasin Gishu,Potatoes,Short Rains,2021,3345.18,432.4,542.74,30.9,83.56,5.36,Clay Loam,0.75,Medium,Hot,0,2,9
Uasin Gishu,Potatoes,Long Rains,2022,1913.57,3570.04,1001.54,16.02,-141.69,5.36,Clay Loam,0.75,High,Cool,1,2,9
Uasin Gishu,Potatoes,Short Rains,2022,1049.2,2952.64,669.88,29.57,35.16,5.36,Clay Loam,0.75,Medium,Hot,0,2,9
Uasin Gishu,Potatoes,Long Rains,2023,2079.77,3142.49,997.89,20.95,-39.16,5.36,Clay Loam,0.75,High,Warm,1,2,9
Uasin Gishu,Potatoes,Short Rains,2023,969.25,4370.53,922.95,14.79,55.79,5.36,Clay Loam,0.75,High,Cool,0,2,9
Uasin Gishu,Potatoes,Long Rains,2024,4401.91,4847.5,1188.02,15.36,73.03,5.36,Clay Loam,0.75,High,Cool,1,2,9
Uasin Gishu,Potatoes,Short Rains,2024,3573.71,737.42,820.14,19.01,80.75,5.36,Clay Loam,0.75,High,Warm,0,2,9
Trans Nzoia,Maize,Long Rains,2015,3605.57,220.48,852.92,30.99,3.93,5.54,Clay,0.91,High,Hot,1,1,8
Trans Nzoia,Maize,Short Rains,2015,881.86,1685.69,934.14,27.14,-127.16,5.54,Clay,0.91,High,Hot,0,1,8
